Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [146] __gnu_cxx::new_allocator<int>::~new_allocator() [191] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [31] std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
 [172] __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > >, std::__cxx11::list<int, std::allocator<int> > >::_S_select_on_copy(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [157] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [21] std::__cxx11::list<int, std::allocator<int> >::list(std::__cxx11::list<int, std::allocator<int> > const&)
 [111] __gnu_cxx::__alloc_traits<std::allocator<std::_List_node<int> >, std::_List_node<int> >::_S_select_on_copy(std::allocator<std::_List_node<int> > const&) [158] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [123] std::__cxx11::list<int, std::allocator<int> >::list()
  [35] __gnu_cxx::__aligned_membuf<int>::_M_ptr() [192] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [12] std::__cxx11::list<int, std::allocator<int> >::~list()
  [38] __gnu_cxx::__aligned_membuf<int>::_M_addr() [193] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [105] std::__detail::_List_node_header::_M_init()
 [147] __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >::__normal_iterator(std::__cxx11::list<int, std::allocator<int> > const* const&) [159] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [106] std::__detail::_List_node_header::_List_node_header()
 [112] __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >::operator++() [194] std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [127] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
 [148] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [195] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [129] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [95] __gnu_cxx::__ops::_Iter_equals_val<int const>::_Iter_equals_val(int const&) [160] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [128] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
   [5] bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<std::_List_iterator<int> >(std::_List_iterator<int>) [80] std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [130] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  [96] __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [8] std::_List_iterator<int>::operator++() [124] void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*)
 [173] bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [50] std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [22] void std::_Construct<std::__cxx11::list<int, std::allocator<int> >, std::__cxx11::list<int, std::allocator<int> > const&>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > const&)
 [109] bool __gnu_cxx::operator!=<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > > const&) [51] std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [97] std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&)
 [174] Graph::getVertices() const [52] std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [85] std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&)
 [175] Graph::getEdges() const [161] std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::deallocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [142] std::__cxx11::list<int, std::allocator<int> >* std::__niter_base<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*)
 [131] __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [196] std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [210] std::__cxx11::list<int, std::allocator<int> >* std::__relocate_a<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&)
 [134] __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [162] std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::allocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, unsigned long) [211] std::__cxx11::list<int, std::allocator<int> >* std::__relocate_a_1<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&)
  [84] __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [136] std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [26] std::__cxx11::list<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*)
  [91] __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [40] std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [55] std::iterator_traits<std::_List_iterator<int> >::iterator_category std::__iterator_category<std::_List_iterator<int> >(std::_List_iterator<int> const&)
  [92] __gnu_cxx::__aligned_membuf<int>::_M_addr() const [118] std::allocator_traits<std::allocator<std::_List_node<int> > >::select_on_container_copy_construction(std::allocator<std::_List_node<int> > const&) [27] std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&)
 [100] __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >::base() const [41] void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [212] std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long)
 [113] __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >::operator*() const [53] std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [213] std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&)
 [149] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [19] void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [214] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [93] std::_List_node<int>::_M_valptr() const [103] std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [138] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [132] std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [36] std::_List_const_iterator<int>::operator++() [2] std::_List_iterator<int> std::find<std::_List_iterator<int>, int>(std::_List_iterator<int>, std::_List_iterator<int>, int const&)
  [34] std::_List_iterator<int>::operator*() const [24] std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >, std::__cxx11::list<int, std::allocator<int> >*) [164] std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&)
  [94] std::_List_const_iterator<int>::operator*() const [126] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [107] std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&)
